Date,Sales,Order Profit Per Order,Order Item Discount,Order Item Total
2016-01-30,39650.39082778,3558.060040243,3961.339985634,35689.08035721
2016-01-31,30936.30065767,2884.149984802,3136.540017915,27799.82029564
2016-02-01,32677.56076283,3613.28008724,3226.150002191,29451.47045637
2016-02-02,31619.980640961,3889.420052278,3008.000002284,28612.020373413
2016-02-03,33339.04066488,4339.809989339,3510.5700045080002,29828.51034161
2016-02-04,32708.37067081,2037.0000289630002,3760.029997801,28948.38026948
2016-02-05,32233.77055591,1739.690032968,3121.990004089,29111.82029742
2016-02-06,30975.31060855,3882.990003509,2740.300002432,28235.0202869
2016-02-07,37128.56071916,95.53002344299995,4299.250013359,32829.390385059996
2016-02-08,32532.87064378,2038.320069592,3271.809994503,29261.11038262
2016-02-09,36675.92072332,4652.930047659,3548.66000025,33127.32034307
2016-02-10,31947.15056058,4379.670004882,3090.560001647,28856.6203268
2016-02-11,32016.77054984,2316.390016366,3675.820008726,28340.99026878
2016-02-12,28719.74057612,3066.439992998,2701.739999134,26018.04024212
2016-02-13,28739.00048096,3035.840025443,2601.390005646,26137.63026229
2016-02-14,30413.28053481,3222.0599913309998,3514.160006406,26899.1602828
2016-02-15,27243.72054884,666.8300488379998,2556.470014459,24687.28027561
2016-02-16,36864.480772211,1606.810038324,3675.620003946,33188.900446291
2016-02-17,36247.30073055,456.1400353310002,3790.979992362,32456.36031004
2016-02-18,37417.65067919,1689.0800115739999,3701.66999624,33716.010361399996
2016-02-19,37429.75076119,5555.380014762,3845.020002359,33584.78033443
2016-02-20,35736.39074535,4621.320013086,3364.910006603,32371.52041077
2016-02-21,35052.30066314,2336.2099748729997,3997.050001433,31055.33035845
2016-02-22,36344.89078943,3274.439985538,3672.849996599,32672.06046104
2016-02-23,36739.7207777,3071.810062706,3412.229999703,33327.52041828
2016-02-24,29209.01045456,5383.720007089,3258.900012469,25950.16027878
2016-02-25,29687.8906368,3932.310040158,3380.9000029950002,26307.03021086
2016-02-26,36819.19063224,2760.3100416129996,3213.699997113,33605.55040976
2016-02-27,31626.46072414,4013.819995899,3284.900008015,28341.600378
2016-02-28,33213.310699839996,1024.639990382,3374.790018211,29838.550339
2016-02-29,37183.45071772,4107.300015479,3826.879987584,33356.61027528
2016-03-01,29808.560609971,3622.37998193,2871.109993146,26937.49034982
2016-03-02,31729.48059896,4332.939955756,3608.450008086,28121.08032231
2016-03-03,36376.64077619,4761.3900279340005,3341.640012393,33035.040416589996
2016-03-04,33050.01063178,2226.740049814,3262.39999984,29787.64032177
2016-03-05,33904.9506689,3186.100029442,3110.090010579,30794.92030558
2016-03-06,34094.040663171,4060.809999222,3798.810000268,30295.270356612
2016-03-07,33380.08063148,1671.4499644730001,3708.539999838,29671.57029172
2016-03-08,29482.6406599,2433.059955629,2998.970008248,26483.71024719
2016-03-09,34183.08066421,3498.210006239,3228.4299958770002,30954.71026982
2016-03-10,40711.75092194,2024.430070333,4038.990001715,36672.81062747
2016-03-11,28515.23058893,1076.069985703,3015.820015949,25499.43036443
2016-03-12,31793.04062481,3946.110031145,3142.029998613,28651.0603045
2016-03-13,26273.81050508,3448.370048838,2428.780003184,23845.05032364
2016-03-14,28661.50057065,3780.529943585,3045.250004048,25616.30030642
2016-03-15,32668.19060365,4513.809985993,3465.480002665,29202.76032291
2016-03-16,31193.42063543,1735.500013886,3062.259999329,28131.20023837
2016-03-17,31622.30053186,5448.960025628,2998.659999068,28623.67021452
2016-03-18,43284.34091011,1061.800032892,4714.680003516,38569.69045406
2016-03-19,33458.440666591,1139.0399588029998,3485.790002818,29972.720361871
2016-03-20,37236.15085273,2687.230126751,3741.190012154,33494.9903796
2016-03-21,30284.36066884,2542.390034536,3004.970004066,27279.41035682
2016-03-22,29416.8306011,2207.759993034,2545.57000369,26871.30041534
2016-03-23,27102.62052544,2208.049961306,3140.719997958,23961.92022678
2016-03-24,33247.28070114,4621.26001629,3669.670006265,29577.64034646
2016-03-25,36385.8707506,3494.389996588,3544.430002609,32841.48037755
2016-03-26,37920.75076541,5057.110053942,3677.099990608,34243.69035374
2016-03-27,35053.86070665,6016.950038793,3714.26000607,31339.66030137
2016-03-28,32808.30072991,3430.479937699,3323.700009837,29484.67034518
2016-03-29,32020.22068026,2356.999982964,3118.290006658,28901.95046244
2016-03-30,37293.67083943,5370.000029412,4104.010011086,33189.71036539
2016-03-31,32891.69053285,3299.67001125,3456.569994072,29435.18022966
2016-04-01,37839.45073729,7286.919946919,3472.440002423,34367.07039241
2016-04-02,31483.56061562,3027.920059892,2937.850007178,28545.73029522
2016-04-03,32504.45054867,4900.690036852,3389.130004342,29115.38033858
2016-04-04,29801.74069056,4227.990008163,3317.400005761,26484.38033855
2016-04-05,36407.26072532,3819.660072677,3397.560001468,33009.73047113
2016-04-06,36413.41077862,4319.50999446,3815.769999595,32597.66040452
2016-04-07,33466.15070557,3721.509974989,3644.570001839,29821.66036391
2016-04-08,32648.41062797,1306.32999593,2860.739997353,29787.71031631
2016-04-09,33810.11074109,4202.149972696,3401.880006183,30408.26037408
2016-04-10,36693.50064499,3558.690055709,3751.840007293,32941.71029627
2016-04-11,37556.330789721,6390.449987885,3981.129994425,33575.240369963
2016-04-12,34179.71073769,6298.689987512,3540.410001139,30639.340331979998
2016-04-13,34125.97064987,3669.8299614929997,3340.950004395,30785.05026825
2016-04-14,31003.43065491,4552.360016156,3547.990014552,27455.51027514
2016-04-15,37098.57074004,2838.430014117,3421.389998192,33677.20052089
2016-04-16,34923.000717581,4982.290017616,3301.840003078,31621.180375112
2016-04-17,33504.31064107,3718.0799511,2983.300013196,30521.06033181
2016-04-18,38883.38074902,4982.529986988,4620.389990532,34263.0302542
2016-04-19,33478.86063605,4256.300018993,3452.760009052,30026.15044049
2016-04-20,33413.42061041,5639.359965677,3296.780003065,30116.66034989
2016-04-21,39312.84068141,2892.820009799,4107.500006903,35205.40024993
2016-04-22,29606.520470081,2649.800011038,2746.42999653,26860.11015386
2016-04-23,35940.740741839996,1324.3799962449998,3877.009993966,32063.780395409998
2016-04-24,32097.07066749,2929.580025525,3088.710008737,29008.39040961
2016-04-25,33970.04064002,4750.249957096,3272.460007469,30697.63030438
2016-04-26,27051.690550209998,2983.849973024,2791.410004845,24260.32022573
2016-04-27,28822.87061916,2594.629959278,3088.239998927,25734.65021352
2016-04-28,31918.15069998,1802.3699810399999,3083.050004902,28835.13040264
2016-04-29,28410.9005854,3048.77994281,2791.100004968,25619.85023721
2016-04-30,24845.72038071,2300.470025259,2397.810000649,22447.9402083
2016-05-01,32454.66057228,5413.459998478,3602.420003818,28852.30033494
2016-05-02,27662.87050236,4450.800042262,2597.639997716,25065.26026985
2016-05-03,29417.58059534,1078.0100213120002,2904.770010388,26512.8502883
2016-05-04,32143.2807435,3707.879974252,3354.029996197,28789.29039611
2016-05-05,32884.250708141,3883.380024424,3472.139999845,29412.150383111
2016-05-06,32696.050621641,3559.329986993,3326.370016373,29369.710303973
2016-05-07,34065.9806103,4770.250041728,3088.509996459,30977.50034748
2016-05-08,33809.70065145,3631.920015288,3633.45000528,30176.27031711
2016-05-09,32363.80064216,3380.36999452,3529.7900089,28834.090314869998
2016-05-10,28391.64055302,1918.119980126,2584.320002725,25807.34037054
2016-05-11,36805.02078864,6460.87001384,3662.109995226,33142.94051173
2016-05-12,37778.66081439,3381.429948783,3878.190008651,33900.52040275
2016-05-13,32200.43065678,5106.980002752,3397.590000844,28802.890340859998
2016-05-14,36491.510781121,3384.3799627939998,3394.069998303,33097.49044715
2016-05-15,39136.44078834,2820.5600171419997,4067.240011844,35069.23037333
2016-05-16,39168.39079708,5459.680044075,4260.12001199,34908.32040835
2016-05-17,31909.94073509,3017.1600147550002,3455.529997466,28454.42046366
2016-05-18,33527.23056853,2021.7300030440001,3215.400001398,30311.86023747
2016-05-19,30648.64065013,2628.35000059,2797.22000037,27851.48030486
2016-05-20,33343.65066166,2415.379966704,3395.749998647,29947.940387759998
2016-05-21,32987.9305807,4355.319956206999,3506.850004789,29481.13025652
2016-05-22,37808.380749179996,3381.880103287,3512.850013845,34295.60033909
2016-05-23,30956.10068924,2595.710012961,2949.240001073,28006.87039228
2016-05-24,34061.85069159,5137.309970337,3308.840008382,30753.0503563
2016-05-25,30182.00059377,2763.2700142539998,3348.289994261,26833.7502864
2016-05-26,28609.47058872,776.1300095079998,3135.150003735,25474.35022262
2016-05-27,33743.76067551,3528.579999173,3418.120001535,30325.68030736
2016-05-28,31724.10059402,3711.280014119,3103.70999692,28620.43030352
2016-05-29,31890.84062625,4764.469995526,3348.370017306,28542.51031922
2016-05-30,37561.04082502,2743.5999898269997,3584.500003923,33976.60045223
2016-05-31,32974.99066737,4468.529992274,3590.640014243,29384.39030412
2016-06-01,33351.84070068,1572.60004987,3133.970001013,30217.90029563
2016-06-02,29810.25060097,3704.709984814,3194.250006216,26616.0403063
2016-06-03,32507.030605699998,3001.790013178,3009.5600035420002,29497.52035181
2016-06-04,37360.23069782,5268.630033947,4376.489994969,32983.78030604
2016-06-05,30478.84065652,2394.210016816,2874.840002165,27604.030376579998
2016-06-06,33256.20061533,4077.020004799,3028.150008112,30228.09036637
2016-06-07,36439.000732989996,4739.600010573,4181.040014329,32258.010284429998
2016-06-08,32675.8307464,4202.619980977,3060.200004036,29615.66041232
2016-06-09,26863.83049617,3962.619991002,2616.969996082,24246.90019792
2016-06-10,39040.74073809,3749.870065311,3915.640007721,35125.16046524
2016-06-11,35802.36072242,3819.800029714,3682.9099944609998,32119.47047082
2016-06-12,31188.4106527,1908.870014127,3424.729993865,27763.71029672
2016-06-13,34517.98071696,5067.999985758,3547.0900018400002,30970.95027936
2016-06-14,34426.66060302,1945.3599540060002,3427.640007208,30999.05036964
2016-06-15,35742.34081105,2676.220010483,3575.070000999,32167.32046918
2016-06-16,31877.45059282,3956.440025408,3083.490002581,28794.00030767
2016-06-17,27981.53051621,3604.840005351,2675.010010432,25306.55033628
2016-06-18,33419.23067511,2935.049988067,3691.770001284,29727.51024842
2016-06-19,33465.59072297,5243.889988881,3906.649989581,29559.00040889
2016-06-20,31543.12062874,3482.409998282,2963.0700087,28580.10026023
2016-06-21,35228.0907484,2333.429994438,3502.110006579,31726.00044286
2016-06-22,38561.10067608,5263.6600388980005,3597.9200029,34963.22030084
2016-06-23,33482.02066095,2637.799982425,3447.270002981,30034.79033871
2016-06-24,30027.5106623,5872.619966747,3358.780014513,26668.76035132
2016-06-25,33773.17066025,3753.2199488869996,3285.770012317,30487.47035982
2016-06-26,38066.91074585,3265.349996859,3941.499989072,34125.46039404
2016-06-27,34076.57060654,3245.419954561,3785.589989505,30291.010277459998
2016-06-28,34474.100685561,2017.0200340379997,3263.440009746,31210.690250632
2016-06-29,31569.26078629,3393.339991095,3034.810004448,28534.5103512
2016-06-30,32052.34054011,1099.6600488069998,3027.030006993,29025.34030934
2016-07-01,32933.7206288,2638.800081883,3497.340003486,29436.4103599
2016-07-02,32698.19070687,4038.250002582,3301.980010089,29396.260376539998
2016-07-03,37485.34067552,3771.319999119,3651.800000279,33833.5803606
2016-07-04,31040.75054612,2169.899962259,3488.809997788,27551.98023219
2016-07-05,33845.54061746,3919.100040083,3271.909994442,30573.6402803
2016-07-06,35758.92074785,5670.689995275,3526.130003574,32232.85034844
2016-07-07,35616.71076217,4170.989996618,3702.100015318,31914.68038555
2016-07-08,33802.24073436,4225.640029643,3309.700003497,30492.57044795
2016-07-09,33538.99064118,3092.010021183,3109.060002128,30429.96031413
2016-07-10,33234.99062561,5157.640007762,3684.319999914,29550.7103043
2016-07-11,36186.89073592,4547.829949453,4036.789998453,32150.15033107
2016-07-12,32409.06062513,2364.479980522,3097.769999727,29311.320358
2016-07-13,27663.76056501,2875.9499576910002,2784.410011949,24879.38031784
2016-07-14,36938.38082564,4156.13003309,3801.860007057,33136.59037225
2016-07-15,27581.79051975,3287.80998596,2409.519999024,25172.29026403
2016-07-16,37074.96068412,2949.300032444,3719.02000411,33356.00030756
2016-07-17,39920.30078575,7742.740008314,4228.489998958,35691.86042146
2016-07-18,41643.29081383,2125.410064353,4502.820006372,37140.53047772
2016-07-19,34104.490750079996,5159.660023145,3395.690002667,30708.85042609
2016-07-20,30895.42066396,2856.939979615,3028.580000511,27866.88035379
2016-07-21,32393.16059512,2357.140025418,3074.340002083,29318.84030931
2016-07-22,34599.890642469996,4412.950023093,3657.780005211,30942.16038335
2016-07-23,28310.560574,6110.609975347,2419.150002993,25891.47027604
2016-07-24,36036.16071774,7321.320012468,3776.620001458,32259.5903497
2016-07-25,31897.290649849998,3778.320005994,3300.719997347,28596.58037585
2016-07-26,32687.59061672,3661.0299852890003,3698.039997557,28989.58031456
2016-07-27,32865.99059907,2039.90999817,3388.130012972,29477.91019275
2016-07-28,36797.04078861,3175.790004272,3784.270004086,33012.81042056
2016-07-29,33262.24069837,2470.720057054,3263.070002266,29999.22041141
2016-07-30,31348.2406826,3690.129962006,3223.780006686,28124.51029189
2016-07-31,31143.71064232,4003.209982987,3366.519991364,27777.23023452
2016-08-01,30569.39057775,5277.030026148,2612.419998961,27956.99030356
2016-08-02,27697.16045977,4035.4600468099998,2929.120000123,24768.07022674
2016-08-03,36946.71072194,2535.0600767299998,3915.380005102,33031.38036868
2016-08-04,27781.580520839998,1822.999963733,2538.880010013,25242.73023426
2016-08-05,34427.82066334,4609.149985799,3894.640006656,30533.24034957
2016-08-06,43797.20086336,3702.8499470429997,4331.17001233,39466.07053439
2016-08-07,34130.93065125,5854.900008066,3373.700000712,30757.26034364
2016-08-08,31682.44072365,1866.919984273,3014.250001629,28668.25033221
2016-08-09,33608.19068368,662.1099981909999,3343.649988698,30264.57031752
2016-08-10,27396.93052493,4203.279998155,3195.91000425,24201.06013088
2016-08-11,36045.76071347,3167.939967339,3814.560005069,32231.2303239
2016-08-12,35317.900680951,5693.249991902,2832.480004278,32485.450373513
2016-08-13,28192.9505733,3754.199957592,3136.6800049080002,25056.33030134
2016-08-14,31948.4806843,4438.799950765,3375.840001657,28572.67029176
2016-08-15,32664.35067023,3247.4301033350002,2973.080011337,29691.30045512
2016-08-16,31506.6906687,1302.340052294,3395.139996401,28111.56028027
2016-08-17,37331.49072479,6031.549973417,3865.300011157,33466.25030721
2016-08-18,39298.53081737,2508.5500573199997,3547.909996981,35750.67043914
2016-08-19,29175.42067172,4284.810007593,3120.180001484,26055.27037027
2016-08-20,39721.31075704,5587.869968731,4107.940017543,35613.40034497
2016-08-21,34774.61068945,4944.53005865,3392.149998938,31382.53032894
2016-08-22,35888.890755531,3066.14002922,3783.949995487,32104.970415501
2016-08-23,31014.67055725,3783.869906857,3597.790009086,27416.910222129998
2016-08-24,32637.4207193,5961.209989035,3256.810003428,29380.6403791
2016-08-25,38971.59075772,4802.289994685,3556.820003266,35414.82043679
2016-08-26,29033.42054734,2012.0700473610002,2820.829998201,26212.63031752
2016-08-27,32966.18072917,2678.320008739,3498.300006313,29467.92029757
2016-08-28,34184.40079979,3724.760034653,3387.059999876,30797.39034699
2016-08-29,33783.41072124,-1390.339999711,3524.630002835,30258.80037321
2016-08-30,36621.85073143,1978.7399772269998,3593.900004922,33027.99035315
2016-08-31,39082.56075301,4581.45000508,4062.050004481,35020.58036791
2016-09-01,28378.26054807,2944.199989377,2693.700000745,25684.58029669
2016-09-02,31592.95062458,4670.330079665,3219.210002658,28373.78032656
2016-09-03,34293.90075177,3456.799983895,3954.530010377,30339.4002859
2016-09-04,32131.16064295,2790.080065141,3239.45000267,28891.77033646
2016-09-05,33109.76074067,4977.980035294,3239.960007066,29869.82025701
2016-09-06,35162.780731361,6293.170002093,3322.049996327,31840.800325731
2016-09-07,34912.90067919,5560.130015395,3245.470001054,31667.46039826
2016-09-08,30476.49053805,1392.440005946,3455.910004736,27020.61033049
2016-09-09,35446.66071348,2203.0999864510004,3758.470009577,31688.25032209
2016-09-10,30672.01067554,4641.999969534,3105.670001606,27566.39040383
2016-09-11,28585.76058393,3623.960006316,3019.729998366,25566.0602968
2016-09-12,33140.14058354,5188.289956203,3304.369997853,29835.80025118
2016-09-13,30704.44063801,2122.260024522,3188.880003565,27515.60025597
2016-09-14,32138.12062267,3232.770017465,3187.310001537,28950.83029488
2016-09-15,33118.66066172,2802.200012722,3599.360008781,29519.3603363
2016-09-16,43967.24091011,2793.099974282,4289.0199979770005,39678.28054844
2016-09-17,38942.700800419996,5455.370009899,3934.540008457,35008.18038963
2016-09-18,40619.610687581,6971.949947161,3859.979996351,36759.690256691
2016-09-19,32619.00072504,3690.600023035,3140.739999945,29478.30034666
2016-09-20,36156.87069165,5312.629936993,4212.760014643,31944.17036807
2016-09-21,28850.42049997,4845.529975217,3038.920004122,25811.53025527
2016-09-22,34666.830734581,5119.70996365,3162.079998555,31504.76049227
2016-09-23,34599.54082148,5339.51998484,3389.940006094,31209.66043377
2016-09-24,31814.33053618,4042.609982296,3444.500003535,28369.87024129
2016-09-25,31228.10059763,859.1500097960002,3037.929996354,28190.21015586
2016-09-26,33036.00062962,6272.68998179,3205.859999679,29830.170265329998
2016-09-27,28860.44055781,5735.439983969,2817.139992633,26043.34039524
2016-09-28,34868.030745271,2703.9100086979997,3662.570012332,31205.510405422
2016-09-29,36959.65068085,5895.029993598,3827.310006043,33132.39031258
2016-09-30,31344.27058429,2447.760051816,3469.26001042,27875.05037692
2016-10-01,34351.72051269,2963.440037712,3380.019995787,30971.73030469
2016-10-02,35704.80063467,3618.960015323,3780.780003574,31924.08019627
2016-10-03,34458.790636571,3502.9900102809997,3647.86999314,30810.950328562998
2016-10-04,34510.70068245,1371.829965891,3402.730004523,31108.01034003
2016-10-05,28651.66053778,930.100043903,2813.740003579,25837.94034576
2016-10-06,33450.62064352,5632.67999957,3401.090011533,30049.59018319
2016-10-07,30110.39064081,3151.350060497,2965.900007674,27144.51035711
2016-10-08,33397.07076481,3645.679996472,3324.920007299,30072.20038127
2016-10-09,26506.81052446,2395.039997377,3075.359995099,23431.49029547
2016-10-10,39706.33090083,5062.310005354,3799.310000749,35907.07051125
2016-10-11,34025.8005948,5453.330032998,3752.250017349,30273.60026361
2016-10-12,31596.02060916,3222.669970731,3008.439996538,28587.63039241
2016-10-13,35867.580736769996,2752.019936918,3633.780004318,32233.84035326
2016-10-14,36341.16055151,2821.859944703,3683.140004884,32658.07017174
2016-10-15,35892.570654691,3524.7400084710002,3506.730003223,32385.900314721
2016-10-16,29508.46053565,3196.499997719,2686.349992724,26822.140240059998
2016-10-17,32004.45059641,2472.220043581,3872.470006345,28132.00032341
2016-10-18,31538.62065731,3576.2900249279996,3354.360003789,28184.29038363
2016-10-19,31776.01059385,5547.2600228539995,2960.310007004,28815.77022884
2016-10-20,39260.68072978,4335.039989315,3643.680001614,35617.04034446
2016-10-21,36829.44073131,5275.9300376500005,3924.640003836,32904.84040466
2016-10-22,36322.55076049,5620.059968034,3799.030003536,32523.55042655
2016-10-23,31533.02064344,4358.529975422,2678.170004442,28854.89025899
2016-10-24,36135.56071699,5785.529991345,3775.889991132,32359.70041483
2016-10-25,35338.400742,4908.33996154,4193.870006738,31144.60035886
2016-10-26,33027.99062736,3216.8799569929997,3228.060013599,29799.98024654
2016-10-27,35941.450703149996,3634.979992539,3110.560002076,32830.91042719
2016-10-28,35079.77075,4929.690011213,3604.010004177,31475.80043583
2016-10-29,35628.65069825,3247.270017379,3575.620011041,32053.07035129
2016-10-30,31655.07063511,4424.769976184,3275.800003259,28379.30023956
2016-10-31,31978.39065988,2203.68005529,3390.649988234,28587.78037062
2016-11-01,29101.33061993,1961.100050669,2851.160014124,26250.22039426
2016-11-02,38409.89076244,2437.469931021,4155.189992303,34254.75024979
2016-11-03,40937.95085779,3148.610000552,3914.310004341,37023.70054258
2016-11-04,34275.9906388,4651.950024195,3588.160016783,30687.85033251
2016-11-05,33324.19067207,3905.750034389,3118.210000182,30206.02038566
2016-11-06,34720.49075742,4977.599999139,3313.390002638,31407.130455219998
2016-11-07,40817.43079259,4204.379975672,4633.070004919,36184.400430659996
2016-11-08,34857.02069526,3499.989990511,3741.279996678,31115.83027337
2016-11-09,31226.03055019,3073.8600655299997,3004.250002385,28221.81033724
2016-11-10,24866.0605497,4422.960033438,2739.170004473,22126.91021001
2016-11-11,39514.30088056,1014.3999766420001,3911.540005214,35602.81039415
2016-11-12,37062.49071182,3261.39002832,3283.76999476,33778.76041581
2016-11-13,32196.21064832,5621.999986126,3254.06000285,28942.1803705
2016-11-14,30584.64053956,3742.130033389,3414.880005876,27169.80027046
2016-11-15,31721.15067899,3838.519985397,3309.310000273,28411.88019644
2016-11-16,27816.29051972,4474.76001756,2477.93000039,25338.39025736
2016-11-17,42644.21085595,2516.060093473,4243.710011151,38400.55049943
2016-11-18,33635.20074681,3385.6100042079997,3696.419999176,29938.82035675
2016-11-19,33618.02067952,2725.85995414,3508.979997082,30109.10038756
2016-11-20,38783.22077962,4760.550019065,3858.100003648,34925.17043083
2016-11-21,35733.750738441,5937.949974896,3547.9700014640002,32185.84042879
2016-11-22,37611.80068655,2437.5899292599997,3900.4300017269998,33711.44036881
2016-11-23,31516.20064369,3609.580012119,3317.96001906,28198.270336319998
2016-11-24,34236.19073906,2751.529969677,3587.529997948,30648.7004132
2016-11-25,37923.37072993,4200.029966676,3654.579987946,34268.83033222
2016-11-26,35453.13076826,4385.029997093,3562.37000728,31890.800361999998
2016-11-27,36747.51061085,4569.239964277,4137.529995601,32610.05042839
2016-11-28,35953.27077534,2091.5199696809996,3408.580018185,32544.74041217
2016-11-29,38242.78070892,2394.5699704129997,3929.819985887,34313.00028845
2016-11-30,34060.01073651,5537.210004781,3330.419999583,30729.60040689
2016-12-01,31823.20060003,5289.8299751800005,3205.4300114,28617.82024002
2016-12-02,34039.960709,1021.440004029,3492.890011431,30547.10039094
2016-12-03,32822.22064984,3869.210014823,3317.519999556,29504.75038125
2016-12-04,36199.62077155,7183.4099701449995,3466.210002333,32733.44039049
2016-12-05,32352.85065718,4121.429995694,3514.010009542,28838.880260679998
2016-12-06,35129.04072421,3223.800016297,3379.039994293,31750.07036633
2016-12-07,33369.910568549996,2455.259981557,3347.650002582,30022.32026906
2016-12-08,32613.9305825,4596.069985406,3128.310001604,29485.66019823
2016-12-09,30347.120506921,2166.560006442,3468.790002753,26878.370226062
2016-12-10,35927.91076867,1925.299961883,3536.69000257,32391.240485899998
2016-12-11,34378.57062405,1934.3000470079999,3551.580009466,30827.02026864
2016-12-12,32886.92066411,1005.940011139,3334.460006151,29552.53028371
2016-12-13,32081.31065201,5396.559977942,2998.579996419,29082.77035344
2016-12-14,29858.07057946,3917.41992767,3052.710000852,26805.3802889
2016-12-15,30951.42070223,2572.159953714,3079.570013424,27871.90034781
2016-12-16,31911.820661551,3762.969961538,3375.829999911,28536.040288471
2016-12-17,33285.71061131,3258.580018459,3463.480002477,29822.2703342
2016-12-18,34371.78063948,4270.519938325,3644.329999433,30727.50027675
2016-12-19,33800.58067915,4596.180000483,3575.370000485,30225.24038293
2016-12-20,30012.19048887,4132.990071852,2480.440002998,27531.78024776
2016-12-21,28712.03051413,3446.600028187,3020.700006007,25691.37019362
2016-12-22,32604.14053927,4019.590050774,3264.890013644,29339.31042509
2016-12-23,35516.69069171,3493.780012974,3873.849998929,31642.89033553
2016-12-24,32960.92062818,4588.310007401,3428.519999724,29532.4503669
2016-12-25,36181.52064204,2065.559968383,3764.090009309,32417.47027561
2016-12-26,32306.63063291,2083.250020134,2925.010004642,29381.66030895
2016-12-27,39764.590786759996,3142.35998054,3776.819991396,35987.81030154
2016-12-28,38874.38076269,2796.7899762859997,3903.759995043,34970.66045979
2016-12-29,31390.04067798,3461.660049698,3399.840016215,27990.24026464
2016-12-30,35207.96063676,3434.220004793,3759.120004767,31448.900349
2016-12-31,35725.1207719,1770.640018252,3767.110001781,31958.04052189
2017-01-01,29470.950546519998,2576.219988193,3043.390004984,26427.60026937
2017-01-02,32905.43066983,3152.6499799,3221.1600025010002,29684.30033681
2017-01-03,27856.230552959998,1936.7400156389997,2578.080006234,25278.1602709
2017-01-04,32390.40067946,4567.369962762,3282.420003457,29108.04026184
2017-01-05,30528.45056164,4357.730019362,3184.269999711,27344.24025929
2017-01-06,32788.17066005,4141.919999589,3383.129997952,29405.08029328
2017-01-07,35970.960718531,6380.32998553,3389.509994545,32581.480418943
2017-01-08,38167.45078118,4791.090105554,4063.700007123,34103.79030997
2017-01-09,31281.870609901,4814.080041141,3555.260006595,27726.670234062
2017-01-10,36031.00071537,4778.259934915,3749.350003466,32281.68043702
2017-01-11,32745.97070386,1324.5400282070002,2907.610000181,29838.3903773
2017-01-12,36464.29069935,4106.869992245,3557.000018122,32907.34030936
2017-01-13,33520.85073345,1368.380149878,3669.669992355,29851.2203591
2017-01-14,33692.78056749,3058.210009511,3358.459994679,30334.39033449
2017-01-15,30384.96065542,3374.6599909,2700.339997766,27684.64024739
2017-01-16,35957.68073491,4204.249999301,3621.920005628,32335.80039224
2017-01-17,32197.11059039,2079.809946452,3470.460003802,28726.70034987
2017-01-18,38476.56060454,6567.980001115,4005.900022738,34470.71027766
2017-01-19,31240.410614379998,3916.039966057,3159.629999474,28080.80026843
2017-01-20,37507.01085343,5901.339998238,3805.149987392,33701.90046336
2017-01-21,32251.480612299998,-466.43997477899995,2980.200003922,29271.300337329998
2017-01-22,32450.41063914,4472.720030508,3575.770001645,28874.70028467
2017-01-23,33079.95062067,3082.680002593,3303.600002156,29776.39033691
2017-01-24,31213.96055998,3836.1199792009998,2877.170004585,28336.84026611
2017-01-25,33390.99062366,1298.790003872,3490.009989598,29901.00021013
2017-01-26,32012.89071462,3728.950039021,3462.770009566,28550.15031222
2017-01-27,33721.76061151,4792.050029112,3200.080013273,30521.73028836
2017-01-28,32945.75064311,3178.769994958,3388.119993027,29557.68030744
2017-01-29,33376.22051665,3435.1300333689996,3490.070002294,29886.20038215
2017-01-30,31958.1206509,3863.430027754,3323.240004115,28634.91024713
2017-01-31,33717.94070252,6223.179996901,3429.200017788,30288.78039739
2017-02-01,39458.350735089996,6925.639966065,3658.030003904,35800.370346179996
2017-02-02,40632.81073261,3271.3099518999998,4238.209989443,36394.63040778
2017-02-03,37941.46068242,5509.330008062,4196.610017178,33744.89033713
2017-02-04,35675.84074422,3730.880049091,3509.629997172,32166.27032508
2017-02-05,37234.63065023,3490.430020662,3118.609999535,34116.06034907
2017-02-06,38876.15070924,5282.530008597,4534.360002795,34341.86046376
2017-02-07,36898.06065597,5174.349973146,3745.390004837,33152.69042972
2017-02-08,37288.79072839,2318.679976778,3552.770001445,33736.0703075
2017-02-09,33630.6006989,4540.310055184,3463.589998248,30167.030403329998
2017-02-10,37352.59074653,5132.130023116,3810.999998166,33541.64034338
2017-02-11,30740.54063426,4735.709962452,2849.890005688,27890.70038024
2017-02-12,28798.03050461,4021.290028763,3084.300003029,25713.75030631
2017-02-13,33908.77060156,1311.3200128889998,3501.550002985,30407.27028892
2017-02-14,25452.05056038,2590.870010026,2566.879999687,22885.20032312
2017-02-15,36371.380691761,4015.569976147,3835.150012568,32536.29027463
2017-02-16,32351.44068729,5361.969996588,3351.280003066,29000.200376599998
2017-02-17,33930.86063784,4463.26003662,3204.959989753,30725.95030429
2017-02-18,41563.70076621,5434.550061063,4465.20001048,37098.54040533
2017-02-19,35819.7305814,2039.610005532,3265.660002279,32554.12036531
2017-02-20,39315.28075842,5086.410018552,3990.059996865,35325.28041857
2017-02-21,37637.77068765,5288.219969799,3899.490007155,33738.31026821
2017-02-22,35221.81062878,4233.829980163,3923.529999489,31298.33031667
2017-02-23,34327.04052754,4666.649989467,3101.020006264,31226.08021641
2017-02-24,34309.7505953,2291.7500765170003,3058.989999227,31250.81023384
2017-02-25,36519.71075867,2916.790002469,3934.990004178,32584.76045816
